CommitID,LocalRepoName,TargetDirectory
844081f3847d3bfbce57e69d4b7675b0367cde1b,ide,libraries\vs\core
491e53e15f866b32de42789987852e5ad2c7292a,Units.Amounts,lib\vs\core
491e53e15f866b32de42789987852e5ad2c7292a,Units.Amounts,lib\vs\core
